Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,Coconut
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,Coconut
40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,Coconut
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,Coconut
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,Coconut
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,Coconut
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,Coconut
27,8,30,26.44600063,98.29937782,6.008386283,221.2258168,Coconut
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,Coconut
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,Coconut
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,Coconut
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,Coconut
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,Coconut
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,Cotton
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,Cotton
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,Cotton
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,Cotton
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,Cotton
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,Cotton
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,Cotton
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,Cotton
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,Cotton
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,Cotton
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,Cotton
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,Cotton
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,Cotton
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,Cotton
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,Cotton
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,Cotton
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,Cotton
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,Cotton
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,Cotton
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,Cotton
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,Cotton
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,Cotton
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,Cotton
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,Cotton
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,Cotton
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,Cotton
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,Cotton
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,Cotton
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,Cotton
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,Cotton
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,Cotton
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,Cotton
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,Cotton
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,Cotton
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,Cotton
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,Cotton
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,Cotton
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,Cotton
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,Cotton
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,Cotton
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,Cotton
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,Cotton
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,Cotton
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,Cotton
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,Cotton
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,Cotton
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,Cotton
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,Cotton
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,Cotton
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,Cotton
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,Cotton
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,Cotton
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,Cotton
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,Cotton
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,Cotton
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,Cotton
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,Cotton
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,Cotton
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,Cotton
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,Cotton
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,Cotton
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,Cotton
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,Cotton
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,Cotton
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,Cotton
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,Cotton
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,Cotton
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,Cotton
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,Cotton
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,Cotton
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,Cotton
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,Cotton
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,Cotton
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,Cotton
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,Cotton
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,Cotton
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,Cotton
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,Cotton
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,Cotton
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,Cotton
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,Cotton
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,Cotton
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,Cotton
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,Cotton
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,Cotton
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,Cotton
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,Cotton
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,Cotton
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,Cotton
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,Cotton
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,Cotton
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,Cotton
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,Cotton
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,Cotton
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,Cotton
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,Cotton
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,Cotton
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,Cotton
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,Cotton
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,Cotton
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,Coffee
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,Coffee
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,Coffee
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,Coffee
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,Coffee
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,Coffee
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,Coffee
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,Coffee
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,Coffee
111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,Coffee
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,Coffee
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,Coffee
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,Coffee
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,Coffee
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,Coffee
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,Coffee
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,Coffee
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,Coffee
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,Coffee
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,Coffee
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,Coffee
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,Coffee
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,Coffee
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,Coffee
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,Coffee
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,Coffee
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,Coffee
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,Coffee
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,Coffee
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,Coffee
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,Coffee
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,Coffee
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,Coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,Coffee
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,Coffee
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,Coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,Coffee
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,Coffee
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,Coffee
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,Coffee
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,Coffee
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,Coffee
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,Coffee
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,Coffee
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,Coffee
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,Coffee
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,Coffee
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,Coffee
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,Coffee
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,Coffee
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,Coffee
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,Coffee
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,Coffee
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,Coffee
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,Coffee
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,Coffee
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,Coffee
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,Coffee
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,Coffee
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,Coffee
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,Coffee
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,Coffee
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,Coffee
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,Coffee
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,Coffee
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,Coffee
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,Coffee
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,Coffee
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,Coffee
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,Coffee
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,Coffee
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,Coffee
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,Coffee
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,Coffee
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,Coffee
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,Coffee
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,Coffee
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,Coffee
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,Coffee
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,Coffee
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,Coffee
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,Coffee
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,Coffee
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,Coffee
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,Coffee
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,Coffee
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,Coffee
101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,Coffee
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,Coffee
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,Coffee
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,Coffee
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,Coffee
106,21,35,25.627355,57.04151119,7.428523634,188.5506536,Coffee
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,Coffee
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,Coffee
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,Coffee
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,Coffee
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,Coffee
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,Coffee
104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,Coffee
